0 3855 0.000190514
1 3863 2.20134e-20
2 3867 -0.000932045
3 3869 3.52526e-05
4 3870 -5.03723e-09
5 3879 0.000932045
6 3883 1.0936e-20
7 3885 5.03959e-09
8 3886 -3.52526e-05
9 3891 0.00285065
10 3893 -2.49851e-05
11 3894 0.000585379
12 3897 -0.000585379
13 3898 2.49843e-05
14 3900 -0.000221627
15 3911 3.52526e-05
16 3915 5.03959e-09
17 3917 2.17548e-20
18 3918 -0.00093206
19 3923 2.49851e-05
20 3925 -0.000221116
21 3926 -0.00058425
22 3929 -0.000584237
23 3930 0.00285596
24 3932 -2.49309e-05
25 3939 0.000585379
26 3941 -0.000584237
27 3942 -0.00601557
28 3945 5.11259e-07
29 3946 -0.00058425
30 3948 0.000585697
31 3953 1.79503e-19
32 3954 -0.0129013
33 3956 -0.000513402
34 3960 -1.6212e-06
35 3975 -5.03723e-09
36 3979 -3.52526e-05
37 3981 0.00093206
38 3982 2.18925e-20
39 3987 -0.000585379
40 3989 -0.00058425
41 3990 5.11259e-07
42 3993 -0.00601557
43 3994 -0.000584237
44 3996 -0.000585697
45 4003 -2.49843e-05
46 4005 0.00285596
47 4006 -0.000584237
48 4009 -0.00058425
49 4010 -0.000221116
50 4012 2.49301e-05
51 4017 0.0129013
52 4018 1.77238e-19
53 4020 1.61868e-06
54 4024 0.000513395
55 4035 -0.000221627
56 4037 2.49309e-05
57 4038 0.000585697
58 4041 -0.000585697
59 4042 -2.49301e-05
60 4044 0.00284897
61 4049 -0.000513402
62 4050 1.61868e-06
63 4052 -5.29952e-19
64 4056 -0.0128929
65 4065 -1.6212e-06
66 4066 0.000513395
67 4068 0.0128929
68 4072 -5.29613e-19
69 4080 0.0328623
70 5903 3.24811e-21
71 5911 -0.000269046
72 5915 -0.00119737
73 5917 0.00023772
74 5918 0.000478078
75 5927 -0.00119737
76 5931 -0.00392204
77 5933 0.000959325
78 5934 0.00152685
79 5939 -2.90569e-20
80 5941 -0.000477981
81 5942 -0.00116847
82 5945 -0.00213334
83 5946 -0.00362302
84 5948 2.49501e-05
85 5959 -0.00023772
86 5963 -0.000959325
87 5965 0.000401244
88 5966 0.000941331
89 5971 -0.000477981
90 5973 7.40046e-23
91 5974 0.00119736
92 5977 -0.000941284
93 5978 0.0031906
94 5980 -0.000959315
95 5987 -0.00213334
96 5989 0.000941284
97 5990 0.00779479
98 5993 -8.87588e-20
99 5994 0.0180003
100 5996 -0.00410418
101 6001 0.000865718
102 6002 0.00210897
103 6004 0.00152428
104 6008 0.00678154
105 6023 -0.000478078
106 6027 -0.00152685
107 6029 0.000941331
108 6030 0.000866737
109 6035 -0.00116847
110 6037 -0.00119736
111 6038 1.70515e-20
112 6041 -0.00779479
113 6042 -0.0021115
114 6044 -0.00213389
115 6051 -0.00362302
116 6053 -0.0031906
117 6054 0.0021115
118 6057 -0.0180003
119 6058 -8.64663e-20
120 6060 -0.00679339
121 6065 0.00210897
122 6066 0.0033249
123 6068 0.00361657
124 6072 0.0133448
125 6083 -2.49501e-05
126 6085 -0.000959315
127 6086 -0.00213389
128 6089 -0.00410418
129 6090 -0.00679339
130 6092 5.65132e-19
131 6097 -0.00152428
132 6098 -0.00361657
133 6100 -0.00391363
134 6104 -0.0179604
135 6113 -0.00678154
136 6114 -0.0133448
137 6116 -0.0179604
138 6120 -0.0628542
139 6128 7.80878e-19
140 6927 -0.000932045
141 6935 -0.00119737
142 6939 -0.000274339
143 6941 0.000478062
144 6942 0.00119568
