0 455 111000111 111 111 0.00263018
1 459 111001011 111 1011 0.000193301
2 461 111001101 111 1101 -8.9469e-05
3 462 111001110 111 1110 0.0113522
4 467 111010011 111 10011 -8.9469e-05
5 469 111010101 111 10101 -0.0117216
6 470 111010110 111 10110 -8.9469e-05
7 473 111011001 111 11001 -0.000532966
8 474 111011010 111 11010 -0.00477519
9 476 111011100 111 11100 0.0341124
10 483 111100011 111 100011 0.0113522
11 485 111100101 111 100101 -8.9469e-05
12 486 111100110 111 100110 0.000193301
13 489 111101001 111 101001 -0.00477519
14 490 111101010 111 101010 -0.0576562
15 492 111101100 111 101100 -0.00477519
16 497 111110001 111 110001 0.0341124
17 498 111110010 111 110010 -0.00477519
18 500 111110100 111 110100 -0.000532966
19 504 111111000 111 111000 0.11562
20 711 1011000111 1011 111 0.000193301
21 715 1011001011 1011 1011 -0.000277085
22 717 1011001101 1011 1101 -0.00148959
23 718 1011001110 1011 1110 -0.002482
24 723 1011010011 1011 10011 -0.00148959
25 725 1011010101 1011 10101 -0.0081238
26 726 1011010110 1011 10110 -0.0125552
27 729 1011011001 1011 11001 0.000647577
28 730 1011011010 1011 11010 0.00280435
29 732 1011011100 1011 11100 0.00787954
30 739 1011100011 1011 100011 -0.002482
31 741 1011100101 1011 100101 -0.0125552
32 742 1011100110 1011 100110 -0.0182368
33 745 1011101001 1011 101001 0.00280435
34 746 1011101010 1011 101010 0.0114469
35 748 1011101100 1011 101100 0.0276725
36 753 1011110001 1011 110001 0.00787954
37 754 1011110010 1011 110010 0.0276725
38 756 1011110100 1011 110100 0.0676688
39 760 1011111000 1011 111000 -0.000532966
40 839 1101000111 1101 111 -8.9469e-05
41 843 1101001011 1101 1011 -0.00148959
42 845 1101001101 1101 1101 -0.00301693
43 846 1101001110 1101 1110 -0.0121043
44 851 1101010011 1101 10011 -0.00756904
45 853 1101010101 1101 10101 -0.0135939
46 854 1101010110 1101 10110 -0.0386162
47 857 1101011001 1101 11001 0.00280435
48 858 1101011010 1101 11010 0.0157234
49 860 1101011100 1101 11100 0.00289382
50 867 1101100011 1101 100011 -0.00771501
51 869 1101100101 1101 100101 -0.00496401
52 870 1101100110 1101 100110 -0.0125552
53 873 1101101001 1101 101001 0.0123006
54 874 1101101010 1101 101010 0.0667535
55 876 1101101100 1101 101100 0.0112536
56 881 1101110001 1101 110001 0.0392243
57 882 1101110010 1101 110010 0.158248
58 884 1101110100 1101 110100 0.0276725
59 888 1101111000 1101 111000 -0.00477519
60 903 1110000111 1110 111 0.0113522
61 907 1110001011 1110 1011 -0.002482
62 909 1110001101 1110 1101 -0.0121043
63 910 1110001110 1110 1110 -0.000109667
64 915 1110010011 1110 10011 -0.00771501
65 917 1110010101 1110 10101 -0.0726309
66 918 1110010110 1110 10110 -0.0121043
67 921 1110011001 1110 11001 0.00787954
68 922 1110011010 1110 11010 0.00289382
69 924 1110011100 1110 11100 0.0123692
70 931 1110100011 1110 100011 0.0396146
71 933 1110100101 1110 100101 -0.00771501
72 934 1110100110 1110 100110 -0.002482
73 937 1110101001 1110 101001 0.0392243
74 938 1110101010 1110 101010 0.000948436
75 940 1110101100 1110 101100 0.00289382
76 945 1110110001 1110 110001 0.206585
77 946 1110110010 1110 110010 0.0392243
78 948 1110110100 1110 110100 0.00787954
79 952 1110111000 1110 111000 0.0341124
80 1223 10011000111 10011 111 -8.9469e-05
81 1227 10011001011 10011 1011 -0.00148959
82 1229 10011001101 10011 1101 -0.00756904
83 1230 10011001110 10011 1110 -0.00771501
84 1235 10011010011 10011 10011 -0.00301693
85 1237 10011010101 10011 10101 -0.0135939
86 1238 10011010110 10011 10110 -0.00496401
87 1241 10011011001 10011 11001 0.00280435
88 1242 10011011010 10011 11010 0.0123006
89 1244 10011011100 10011 11100 0.0392243
90 1251 10011100011 10011 100011 -0.0121043
91 1253 10011100101 10011 100101 -0.0386162
92 1254 10011100110 10011 100110 -0.0125552
93 1257 10011101001 10011 101001 0.0157234
94 1258 10011101010 10011 101010 0.0667535
95 1260 10011101100 10011 101100 0.158248
96 1265 10011110001 10011 110001 0.00289382
97 1266 10011110010 10011 110010 0.0112536
98 1268 10011110100 10011 110100 0.0276725
99 1272 10011111000 10011 111000 -0.00477519
100 1351 10101000111 10101 111 -0.0117216
101 1355 10101001011 10101 1011 -0.0081238
102 1357 10101001101 10101 1101 -0.0135939
103 1358 10101001110 10101 1110 -0.0726309
104 1363 10101010011 10101 10011 -0.0135939
105 1365 10101010101 10101 10101 -0.00340368
106 1366 10101010110 10101 10110 -0.0135939
107 1369 10101011001 10101 11001 0.0114469
108 1370 10101011010 10101 11010 0.0667535
109 1372 10101011100 10101 11100 0.000948436
110 1379 10101100011 10101 100011 -0.0726309
111 1381 10101100101 10101 100101 -0.0135939
112 1382 10101100110 10101 100110 -0.0081238
113 1385 10101101001 10101 101001 0.0667535
114 1386 10101101010 10101 101010 0.431342
115 1388 10101101100 10101 101100 0.0667535
116 1393 10101110001 10101 110001 0.000948436
117 1394 10101110010 10101 110010 0.0667535
118 1396 10101110100 10101 110100 0.0114469
119 1400 10101111000 10101 111000 -0.0576562
120 1415 10110000111 10110 111 -8.9469e-05
121 1419 10110001011 10110 1011 -0.0125552
122 1421 10110001101 10110 1101 -0.0386162
123 1422 10110001110 10110 1110 -0.0121043
124 1427 10110010011 10110 10011 -0.00496401
125 1429 10110010101 10110 10101 -0.0135939
126 1430 10110010110 10110 10110 -0.00301693
127 1433 10110011001 10110 11001 0.0276725
128 1434 10110011010 10110 11010 0.0112536
129 1436 10110011100 10110 11100 0.00289382
130 1443 10110100011 10110 100011 -0.00771501
131 1445 10110100101 10110 100101 -0.00756904
132 1446 10110100110 10110 100110 -0.00148959
133 1449 10110101001 10110 101001 0.158248
134 1450 10110101010 10110 101010 0.0667535
135 1452 10110101100 10110 101100 0.0157234
136 1457 10110110001 10110 110001 0.0392243
137 1458 10110110010 10110 110010 0.0123006
138 1460 10110110100 10110 110100 0.00280435
139 1464 10110111000 10110 111000 -0.00477519
140 1607 11001000111 11001 111 -0.000532966
141 1611 11001001011 11001 1011 0.000647577
142 1613 11001001101 11001 1101 0.00280435
143 1614 11001001110 11001 1110 0.00787954
144 1619 11001010011 11001 10011 0.00280435
145 1621 11001010101 11001 10101 0.0114469
146 1622 11001010110 11001 10110 0.0276725
147 1625 11001011001 11001 11001 -0.000277085
148 1626 11001011010 11001 11010 -0.00148959
149 1628 11001011100 11001 11100 -0.002482
150 1635 11001100011 11001 100011 0.00787954
151 1637 11001100101 11001 100101 0.0276725
152 1638 11001100110 11001 100110 0.0676688
153 1641 11001101001 11001 101001 -0.00148959
154 1642 11001101010 11001 101010 -0.0081238
155 1644 11001101100 11001 101100 -0.0125552
156 1649 11001110001 11001 110001 -0.002482
157 1650 11001110010 11001 110010 -0.0125552
158 1652 11001110100 11001 110100 -0.0182368
159 1656 11001111000 11001 111000 0.000193301
160 1671 11010000111 11010 111 -0.00477519
161 1675 11010001011 11010 1011 0.00280435
162 1677 11010001101 11010 1101 0.0157234
163 1678 11010001110 11010 1110 0.00289382
164 1683 11010010011 11010 10011 0.0123006
165 1685 11010010101 11010 10101 0.0667535
166 1686 11010010110 11010 10110 0.0112536
167 1689 11010011001 11010 11001 -0.00148959
168 1690 11010011010 11010 11010 -0.00301693
169 1692 11010011100 11010 11100 -0.0121043
170 1699 11010100011 11010 100011 0.0392243
171 1701 11010100101 11010 100101 0.158248
172 1702 11010100110 11010 100110 0.0276725
173 1705 11010101001 11010 101001 -0.00756904
174 1706 11010101010 11010 101010 -0.0135939
175 1708 11010101100 11010 101100 -0.0386162
176 1713 11010110001 11010 110001 -0.00771501
177 1714 11010110010 11010 110010 -0.00496401
178 1716 11010110100 11010 110100 -0.0125552
179 1720 11010111000 11010 111000 -8.9469e-05
180 1799 11100000111 11100 111 0.0341124
181 1803 11100001011 11100 1011 0.00787954
182 1805 11100001101 11100 1101 0.00289382
