0 0.49395 	0.504475 
1 0.504238 	0.498613 
2 0.505487 	0.492225 
3 0.499312 	0.50205 
4 0.506713 	0.493112 
5 0.491687 	0.508062 
6 0.5075 	0.492687 
7 0.491413 	0.50845 
8 0.50195 	0.49635 
9 0.501825 	0.500038 
10 0.509137 	0.491737 
11 0.488038 	0.511175 
12 0.513625 	0.486012 
13 0.488088 	0.511475 
14 0.509688 	0.490337 
15 0.48735	0.5132
