0 0.49395 
1 0.504238 
2 0.505487 
3 0.499312 
4 0.506713 
5 0.491687 
6 0.5075 
7 0.491413 
8 0.50195 
9 0.501825 
10 0.509137 
11 0.488038 
12 0.513625 
13 0.488088 
14 0.509688 
15 0.48735
