0 51 0.000883253
1 53 0.00755936
2 54 0.0210458
3 57 0.0210458
4 58 0.077067
5 60 0.138455
6 83 0.00755936
7 85 0.0259445
8 86 0.107246
9 89 0.107246
10 90 0.522013
11 92 0.077067
12 99 0.0210458
13 101 0.107246
14 102 0.0250613
15 105 0.383744
16 106 0.107246
17 108 0.0210458
18 147 0.0210458
19 149 0.107246
20 150 0.383744
21 153 0.0250613
22 154 0.107246
23 156 0.0210458
24 163 0.077067
25 165 0.522013
26 166 0.107246
27 169 0.107246
28 170 0.0259445
29 172 0.00755936
30 195 0.138455
31 197 0.077067
32 198 0.0210458
33 201 0.0210458
34 202 0.00755936
35 204 0.000883253
